team,season,country,league,rating,gmh,gph,gma,gpa,attack_home_vs_lg,attack_away_vs_lg,defense_home_vs_lg,defense_away_vs_lg
Kasimpasa,2019-2020,Turkey,Super Lig,,30.0,25.0,23.0,33.0,18.620689655172413,18.42408376963351,20.026178010471202,20.482758620689655
Kasimpasa,2020-2021,Turkey,Super Lig,,26.0,25.0,21.0,32.0,17.27848101265823,17.5,20.833333333333336,21.265822784810126
Kasimpasa,2021-2022,Turkey,Super Lig,,36.0,29.0,31.0,28.0,22.574257425742573,25.553145336225594,23.90455531453362,17.557755775577558
Kasimpasa,2022-2023,Turkey,Super Lig,,29.0,33.0,13.0,28.0,17.151119402985074,9.583720930232557,24.327906976744185,16.559701492537314
Kasimpasa,2023-2024,Turkey,Super Lig,,34.0,33.0,28.0,32.0,21.53333333333333,23.03030303030303,27.142857142857142,20.266666666666666
Kasimpasa,2024-2025,Turkey,Super Lig,,31.0,33.0,31.0,30.0,18.67667844522968,24.413394919168592,25.988452655889144,18.074204946996467
Kasimpasa,2025-2026,Turkey,Super Lig,,6.0,12.0,8.0,12.0,4.865671641791045,6.552763819095477,9.829145728643216,9.73134328358209
Kayserispor,2017-2018,Turkey,Super Lig,,25.0,26.0,19.0,29.0,14.825581395348838,14.907692307692308,20.400000000000002,17.197674418604652
Kayserispor,2018-2019,Turkey,Super Lig,,17.0,20.0,18.0,30.0,11.044585987261145,15.737142857142858,17.485714285714288,19.49044585987261
Kayserispor,2019-2020,Turkey,Super Lig,,23.0,24.0,17.0,48.0,14.275862068965516,13.61780104712042,19.225130890052355,29.79310344827586
Kayserispor,2020-2021,Turkey,Super Lig,,20.0,25.0,15.0,27.0,13.291139240506329,12.5,20.833333333333336,17.943037974683545
Kayserispor,2021-2022,Turkey,Super Lig,,32.0,22.0,22.0,39.0,20.066006600660064,18.13449023861171,18.13449023861171,24.455445544554454
Kayserispor,2022-2023,Turkey,Super Lig,,22.0,22.0,27.0,39.0,13.011194029850747,19.904651162790696,16.218604651162792,23.06529850746269
Kayserispor,2023-2024,Turkey,Super Lig,,25.0,23.0,19.0,34.0,15.833333333333334,15.627705627705627,18.917748917748916,21.53333333333333
Kayserispor,2024-2025,Turkey,Super Lig,,28.0,26.0,17.0,31.0,16.869257950530034,13.387990762124712,20.475750577367204,18.67667844522968
Kayserispor,2025-2026,Turkey,Super Lig,,6.0,18.0,10.0,15.0,4.865671641791045,8.190954773869347,14.743718592964823,12.164179104477611
Kiel,2024-2025,Germany,Bundesliga,,24.0,41.0,25.0,39.0,14.71743486973948,16.630434782608695,27.27391304347826,23.915831663326653
Kocaelispor,2025-2026,Turkey,Super Lig,,9.0,4.0,6.0,13.0,7.298507462686567,4.914572864321608,3.2763819095477387,10.542288557213931
Konyaspor,2017-2018,Turkey,Super Lig,,24.0,15.0,14.0,27.0,14.232558139534884,10.984615384615385,11.76923076923077,16.011627906976745
Konyaspor,2018-2019,Turkey,Super Lig,,20.0,17.0,20.0,21.0,12.993630573248407,17.485714285714288,14.862857142857143,13.643312101910828
Konyaspor,2019-2020,Turkey,Super Lig,,16.0,22.0,20.0,30.0,9.931034482758621,16.020942408376964,17.623036649214658,18.620689655172413
Konyaspor,2020-2021,Turkey,Super Lig,,27.0,19.0,22.0,29.0,17.943037974683545,18.333333333333336,15.833333333333334,19.272151898734176
Konyaspor,2021-2022,Turkey,Super Lig,,36.0,15.0,30.0,30.0,22.574257425742573,24.728850325379607,12.364425162689804,18.81188118811881
Konyaspor,2022-2023,Turkey,Super Lig,,18.0,18.0,28.0,23.0,10.645522388059701,20.641860465116277,13.269767441860465,13.602611940298509
Konyaspor,2023-2024,Turkey,Super Lig,,23.0,23.0,17.0,30.0,14.566666666666666,13.982683982683982,18.917748917748916,19.0
Konyaspor,2024-2025,Turkey,Super Lig,,26.0,19.0,19.0,31.0,15.664310954063604,14.963048498845266,14.963048498845266,18.67667844522968
Konyaspor,2025-2026,Turkey,Super Lig,,11.0,13.0,10.0,16.0,8.92039800995025,8.190954773869347,10.64824120603015,12.975124378109452
La Coruna,2017-2018,Spain,Primera,,22.0,33.0,16.0,43.0,14.217687074829932,13.944954128440367,28.761467889908257,27.789115646258505
Las Palmas,2017-2018,Spain,Primera,,15.0,38.0,9.0,36.0,9.693877551020408,7.844036697247707,33.11926605504587,23.26530612244898
Las Palmas,2023-2024,Spain,Primera,,20.0,20.0,13.0,27.0,13.47517730496454,11.201814058956916,17.233560090702948,18.19148936170213
Las Palmas,2024-2025,Spain,Primera,,21.0,29.0,19.0,32.0,14.456521739130434,16.297968397291196,24.87584650112867,22.028985507246375
Laval,2021-2022,,,,,,2.0,0.0,,,,
Laval,2022-2023,France,Ligue 2,,27.0,24.0,15.0,32.0,20.359756097560975,13.673218673218674,21.87714987714988,24.130081300813007
Laval,2023-2024,France,Ligue 2,,19.0,27.0,21.0,18.0,14.297029702970297,18.6013986013986,23.916083916083913,13.544554455445544
Laval,2024-2025,France,Ligue 2,,24.0,18.0,20.0,20.0,15.93058568329718,18.658536585365855,16.79268292682927,13.275488069414317
Laval,2025-2026,France,Ligue 2,,5.0,12.0,9.0,14.0,3.9583333333333335,7.932989690721649,10.577319587628866,11.083333333333334
Lazio,2017-2018,Italy,Serie A,,45.0,21.0,44.0,28.0,30.922242314647377,36.03448275862069,17.198275862068964,19.240506329113924
Lazio,2018-2019,Italy,Serie A,,36.0,25.0,20.0,21.0,24.25531914893617,16.7032967032967,20.87912087912088,14.148936170212766
Lazio,2019-2020,Italy,Serie A,,46.0,17.0,32.0,22.0,28.366666666666664,22.68199233716475,12.049808429118773,13.566666666666666
Lazio,2020-2021,Italy,Serie A,,36.0,23.0,26.0,35.0,22.040816326530614,18.172043010752688,16.0752688172043,21.42857142857143
Lazio,2021-2022,Italy,Serie A,,42.0,25.0,35.0,33.0,27.950963222416814,25.675675675675674,18.33976833976834,21.961471103327497
Lazio,2022-2023,Italy,Serie A,,32.0,18.0,28.0,12.0,22.64432029795158,24.347826086956523,15.65217391304348,8.491620111731843
Lazio,2023-2024,Italy,Serie A,,23.0,14.0,26.0,25.0,16.036697247706424,22.10290827740492,11.901565995525727,17.431192660550458
Lazio,2024-2025,Italy,Serie A,,33.0,26.0,28.0,23.0,24.636542239685657,22.93103448275862,21.29310344827586,17.17092337917485
Lazio,2025-2026,Italy,Serie A,,15.0,9.0,4.0,6.0,13.755458515283845,4.077669902912621,9.174757281553399,5.502183406113538
Le Havre,2016-2017,,,,,,3.0,0.0,,,,
Le Havre,2017-2018,France,Ligue 2,,29.0,12.0,21.0,22.0,19.03281519861831,17.654867256637168,10.08849557522124,14.438687392055268
Le Havre,2018-2019,France,Ligue 2,,32.0,26.0,15.0,16.0,26.678336980306348,14.653846153846155,25.400000000000002,13.339168490153174
Le Havre,2019-2020,France,Ligue 2,,18.0,10.0,18.0,13.0,16.194174757281555,17.375,9.652777777777779,11.6957928802589
Le Havre,2020-2021,France,Ligue 2,,16.0,23.0,24.0,25.0,11.969924812030076,22.528301886792455,21.589622641509436,18.70300751879699
Le Havre,2021-2022,France,Ligue 2,,17.0,20.0,19.0,21.0,13.505353319057814,19.154891304347828,20.16304347826087,16.6830835117773
Le Havre,2022-2023,France,Ligue 2,,23.0,9.0,23.0,10.0,17.34349593495935,20.965601965601966,8.203931203931205,7.5406504065040645
Le Havre,2023-2024,France,Ligue 1,,18.0,19.0,16.0,26.0,12.433408577878104,12.783289817232376,15.180156657963446,17.959367945823928
Le Havre,2024-2025,France,Ligue 1,,15.0,41.0,25.0,30.0,9.329268292682926,18.257756563245824,29.94272076372315,18.65853658536585
Le Havre,2025-2026,France,Ligue 1,,11.0,9.0,4.0,14.0,6.9609375,3.640449438202247,8.191011235955056,8.859375
Le Mans,2018-2019,France,Ligue 2,,1.0,2.0,,,0.8336980306345734,,1.953846153846154,
Le Mans,2019-2020,France,Ligue 2,,15.0,15.0,14.0,28.0,13.495145631067961,13.51388888888889,14.479166666666666,25.190938511326863
Le Mans,2025-2026,France,Ligue 2,,8.0,5.0,14.0,12.0,6.333333333333334,12.340206185567009,4.40721649484536,9.5
Lecce,2018-2019,Italy,Serie B,,38.0,15.0,28.0,30.0,25.08880308880309,25.95121951219512,13.902439024390244,19.806949806949806
Lecce,2019-2020,Italy,Serie A,,27.0,37.0,22.0,44.0,16.65,15.593869731800766,26.226053639846743,27.133333333333333
Lecce,2020-2021,Italy,Serie B,,39.0,32.0,32.0,19.0,29.93939393939394,29.09090909090909,29.09090909090909,14.585858585858587
Lecce,2021-2022,Italy,Serie B,,37.0,14.0,22.0,17.0,26.832061068702288,20.0,12.727272727272727,12.32824427480916
Lecce,2022-2023,Italy,Serie A,,18.0,24.0,15.0,22.0,12.737430167597765,13.043478260869566,20.869565217391305,15.567970204841712
Lecce,2023-2024,Italy,Serie A,,17.0,27.0,15.0,27.0,11.853211009174313,12.751677852348994,22.953020134228186,18.825688073394495
Lecce,2024-2025,Italy,Serie A,,13.0,31.0,14.0,27.0,9.705304518664047,11.46551724137931,25.387931034482758,20.157170923379173
Lecce,2025-2026,Italy,Serie A,,6.0,10.0,6.0,12.0,5.502183406113538,6.116504854368932,10.194174757281553,11.004366812227076
Lecco,2023-2024,Italy,Serie B,,19.0,34.0,16.0,40.0,14.18467583497053,13.54120267260579,28.775055679287306,29.86247544204322
Leeds,2017-2018,England,Championship,,32.0,27.0,27.0,37.0,22.675224646983313,23.65714285714286,23.65714285714286,26.218228498074456
Leeds,2018-2019,England,Championship,,38.0,21.0,35.0,29.0,25.09090909090909,30.329670329670332,18.1978021978022,19.148325358851675
Leeds,2019-2020,England,Championship,,40.0,14.0,37.0,21.0,28.34403080872914,30.123893805309738,11.398230088495577,14.8806161745828
Leeds,2020-2021,England,Premier L,,28.0,21.0,34.0,33.0,20.700389105058367,25.333333333333336,15.647058823529413,24.396887159533073
Leeds,2021-2022,England,Premier L,,19.0,38.0,23.0,41.0,12.556521739130435,17.620967741935484,29.112903225806452,27.095652173913045
Leeds,2022-2023,England,Premier L,,26.0,37.0,22.0,41.0,15.909822866344605,18.056155507559396,30.367170626349896,25.08856682769726
Leeds,2023-2024,England,Championship,,45.0,16.0,36.0,27.0,30.36674816625917,30.018126888217523,13.341389728096678,18.2200488997555
Leeds,2024-2025,England,Championship,,61.0,12.0,34.0,18.0,42.515151515151516,33.45454545454545,11.807486631016044,12.545454545454547
Leeds,2025-2026,England,Premier L,,18.0,13.0,11.0,24.0,12.336448598130842,9.797570850202428,11.578947368421051,16.448598130841123
Leganes,2017-2018,Spain,Primera,,19.0,19.0,15.0,32.0,12.27891156462585,13.073394495412844,16.559633027522935,20.68027210884354
Leganes,2018-2019,Spain,Primera,,19.0,16.0,18.0,27.0,13.079710144927535,15.870069605568444,14.106728538283061,18.58695652173913
Leganes,2019-2020,Spain,Primera,,17.0,26.0,13.0,25.0,11.831501831501832,12.474747474747476,24.94949494949495,17.399267399267398
Leganes,2024-2025,Spain,Primera,,23.0,27.0,16.0,29.0,15.833333333333332,13.724604966139955,23.160270880361175,19.963768115942027
Leicester,2017-2018,England,Premier L,,25.0,22.0,31.0,38.0,16.323024054982817,27.01834862385321,19.174311926605505,24.81099656357388
Leicester,2018-2019,England,Premier L,,24.0,20.0,27.0,28.0,15.302013422818792,21.554621848739497,15.96638655462185,17.85234899328859
Leicester,2019-2020,England,Premier L,,35.0,17.0,32.0,24.0,23.09027777777778,26.550218340611355,14.104803493449783,15.833333333333332
Leicester,2020-2021,England,Premier L,,34.0,30.0,34.0,20.0,25.136186770428015,25.333333333333336,22.35294117647059,14.785992217898833
Leicester,2021-2022,England,Premier L,,34.0,23.0,28.0,36.0,22.469565217391306,21.451612903225804,17.620967741935484,23.791304347826088
Leicester,2022-2023,England,Premier L,,23.0,27.0,28.0,41.0,14.074074074074073,22.980561555075596,22.159827213822897,25.08856682769726
Leicester,2023-2024,England,Championship,,47.0,18.0,42.0,23.0,31.71638141809291,35.02114803625378,15.009063444108762,15.52078239608802
Leicester,2024-2025,England,Premier L,,15.0,34.0,18.0,46.0,9.91304347826087,12.666666666666666,23.925925925925927,30.400000000000002
Leicester,2025-2026,England,Championship,,18.0,13.0,18.0,23.0,13.934117647058823,16.92,12.22,17.80470588235294
Leipzig,2017-2018,Germany,Bundesliga,,34.0,26.0,23.0,27.0,21.23265306122449,19.28219178082192,21.797260273972604,16.861224489795916
Leipzig,2018-2019,Germany,Bundesliga,,34.0,9.0,29.0,20.0,18.985401459854014,20.88,6.48,11.167883211678832
Leipzig,2019-2020,Germany,Bundesliga,,38.0,21.0,43.0,16.0,22.88976377952756,27.759493670886076,13.556962025316455,9.63779527559055
Leipzig,2020-2021,Germany,Bundesliga,,29.0,13.0,31.0,19.0,17.29824561403509,22.857831325301202,9.585542168674698,11.333333333333334
Leipzig,2021-2022,Germany,Bundesliga,,43.0,17.0,29.0,20.0,24.41187384044527,21.38313253012048,12.534939759036144,11.354359925788497
Leipzig,2022-2023,Germany,Bundesliga,,38.0,18.0,26.0,23.0,20.471830985915492,19.741935483870968,13.667493796526054,12.390845070422534
Leipzig,2023-2024,Germany,Bundesliga,,40.0,12.0,37.0,27.0,22.13381555153707,26.208333333333332,8.5,14.940325497287523
Leipzig,2024-2025,Germany,Bundesliga,,33.0,23.0,20.0,25.0,20.236472945891784,13.304347826086957,15.3,15.330661322645291
Leipzig,2025-2026,Germany,Bundesliga,,19.0,6.0,11.0,13.0,12.666666666666666,8.461538461538462,4.615384615384615,8.666666666666666
Lens,2016-2017,,,,,,0.0,1.0,,,,
Lens,2017-2018,France,Ligue 2,,26.0,22.0,24.0,26.0,17.063903281519863,20.17699115044248,18.49557522123894,17.063903281519863
Lens,2018-2019,France,Ligue 2,,30.0,9.0,19.0,20.0,25.0109409190372,18.56153846153846,8.792307692307693,16.673960612691467
Lens,2019-2020,France,Ligue 2,,19.0,9.0,18.0,14.0,17.093851132686083,17.375,8.6875,12.595469255663431
Lens,2020-2021,France,Ligue 1,,28.0,26.0,27.0,28.0,20.037664783427495,19.806949806949806,19.07335907335907,20.037664783427495
Lens,2021-2022,France,Ligue 1,,35.0,20.0,27.0,28.0,22.129783693843596,22.017167381974247,16.30901287553648,17.703826955074877
Lens,2022-2023,France,Ligue 1,,41.0,13.0,27.0,16.0,27.526501766784452,20.479041916167663,9.860279441117765,10.742049469964664
Lens,2023-2024,France,Ligue 1,,27.0,18.0,18.0,19.0,18.650112866817157,14.381201044386422,14.381201044386422,13.124153498871332
Lens,2024-2025,France,Ligue 1,,19.0,22.0,23.0,17.0,11.817073170731707,16.797136038186157,16.066825775656323,10.573170731707316
Lens,2025-2026,France,Ligue 1,,16.0,4.0,15.0,9.0,10.125,13.651685393258427,3.640449438202247,5.6953125
Levante,2017-2018,Spain,Primera,,25.0,28.0,19.0,30.0,16.156462585034014,16.559633027522935,24.40366972477064,19.387755102040817
Levante,2018-2019,Spain,Primera,,34.0,34.0,25.0,32.0,23.405797101449274,22.041763341067284,29.976798143851507,22.028985507246375
Levante,2019-2020,Spain,Primera,,27.0,19.0,20.0,34.0,18.791208791208792,19.191919191919194,18.232323232323235,23.663003663003664
Levante,2020-2021,Spain,Primera,,27.0,30.0,19.0,27.0,19.73076923076923,16.6743648960739,26.327944572748265,19.73076923076923
Levante,2021-2022,Spain,Primera,,28.0,30.0,23.0,46.0,19.703703703703702,21.26520681265207,27.737226277372265,32.370370370370374
Levante,2025-2026,Spain,Primera,,7.0,17.0,13.0,12.0,5.083941605839416,12.558252427184465,16.42233009708738,8.715328467153284
Leverkusen,2017-2018,Germany,Bundesliga,,29.0,19.0,29.0,25.0,18.110204081632652,24.312328767123287,15.928767123287672,15.612244897959183
Leverkusen,2018-2019,Germany,Bundesliga,,32.0,25.0,37.0,27.0,17.86861313868613,26.64,18.0,15.076642335766422
Leverkusen,2019-2020,Germany,Bundesliga,,32.0,22.0,29.0,22.0,19.2755905511811,18.72151898734177,14.20253164556962,13.251968503937007
Leverkusen,2020-2021,Germany,Bundesliga,,34.0,22.0,19.0,17.0,20.280701754385966,14.009638554216867,16.221686746987952,10.140350877192983
Leverkusen,2021-2022,Germany,Bundesliga,,39.0,23.0,41.0,24.0,22.14100185528757,30.23132530120482,16.959036144578313,13.625231910946196
Leverkusen,2022-2023,Germany,Bundesliga,,35.0,23.0,22.0,26.0,18.8556338028169,16.70471464019851,17.464019851116625,14.007042253521126
Leverkusen,2023-2024,Germany,Bundesliga,,47.0,11.0,42.0,13.0,26.00723327305606,29.749999999999996,7.791666666666666,7.193490054249548
Leverkusen,2024-2025,Germany,Bundesliga,,36.0,22.0,36.0,21.0,22.07615230460922,23.94782608695652,14.634782608695652,12.877755511022045
Leverkusen,2025-2026,Germany,Bundesliga,,19.0,10.0,15.0,14.0,12.666666666666666,11.538461538461538,7.692307692307692,9.333333333333334
Lille,2017-2018,France,Ligue 1,,24.0,27.0,17.0,40.0,15.697074010327023,14.29203539823009,22.69911504424779,26.161790017211704
Lille,2018-2019,France,Ligue 1,,42.0,11.0,26.0,22.0,28.55098389982111,23.922518159806298,10.121065375302663,14.955277280858676
Lille,2019-2020,France,Ligue 1,,24.0,9.0,11.0,18.0,16.172661870503596,10.770034843205575,8.811846689895471,12.129496402877697
Lille,2020-2021,France,Ligue 1,,28.0,11.0,36.0,12.0,20.037664783427495,26.409266409266408,8.069498069498069,8.587570621468926
Lille,2021-2022,France,Ligue 1,,24.0,22.0,24.0,26.0,15.174708818635608,19.570815450643778,17.93991416309013,16.43926788685524
Lille,2022-2023,France,Ligue 1,,40.0,25.0,25.0,19.0,26.85512367491166,18.962075848303392,18.962075848303392,12.756183745583039
Lille,2023-2024,France,Ligue 1,,34.0,14.0,18.0,20.0,23.48532731376975,14.381201044386422,11.18537859007833,13.81489841986456
Lille,2024-2025,France,Ligue 1,,31.0,18.0,21.0,18.0,19.28048780487805,15.336515513126491,13.145584725536994,11.195121951219512
Lille,2025-2026,France,Ligue 1,,16.0,8.0,17.0,14.0,10.125,15.47191011235955,7.280898876404494,8.859375
Liverpool,2017-2018,England,Premier L,,45.0,10.0,39.0,28.0,29.38144329896907,33.99082568807339,8.715596330275229,18.281786941580755
Liverpool,2018-2019,England,Premier L,,55.0,10.0,34.0,12.0,35.06711409395973,27.142857142857146,7.983193277310925,7.651006711409396
Liverpool,2019-2020,England,Premier L,,52.0,16.0,33.0,17.0,34.30555555555556,27.37991266375546,13.275109170305678,11.215277777777777
Liverpool,2020-2021,England,Premier L,,29.0,20.0,39.0,22.0,21.43968871595331,29.058823529411764,14.901960784313726,16.264591439688715
Liverpool,2021-2022,England,Premier L,,49.0,9.0,45.0,17.0,32.38260869565217,34.475806451612904,6.89516129032258,11.234782608695653
Liverpool,2022-2023,England,Premier L,,46.0,17.0,29.0,30.0,28.148148148148145,23.801295896328295,13.952483801295898,18.357487922705314
Liverpool,2023-2024,England,Premier L,,49.0,17.0,37.0,24.0,27.22222222222222,25.017793594306053,11.494661921708186,13.333333333333332
Liverpool,2024-2025,England,Premier L,,42.0,16.0,44.0,25.0,27.756521739130434,30.962962962962962,11.25925925925926,16.521739130434785
Liverpool,2025-2026,England,Premier L,,13.0,9.0,17.0,18.0,8.909657320872276,15.141700404858298,8.016194331983804,12.336448598130842
Livorno,2018-2019,Italy,Serie B,,18.0,18.0,20.0,33.0,11.884169884169884,18.536585365853657,16.682926829268293,21.787644787644787
Livorno,2019-2020,Italy,Serie B,,19.0,42.0,11.0,25.0,13.52059925093633,9.92874109263658,37.909738717339664,17.790262172284645
Lorient,2016-2017,France,Ligue 2,,1.0,1.0,,,1.0,,1.0,
Lorient,2017-2018,France,Ligue 2,,35.0,14.0,25.0,31.0,22.9706390328152,21.01769911504425,11.76991150442478,20.345423143350605
Lorient,2018-2019,France,Ligue 2,,28.0,19.0,26.0,22.0,23.343544857768055,25.400000000000002,18.56153846153846,18.341356673960615
Lorient,2019-2020,France,Ligue 2,,19.0,12.0,23.0,13.0,17.093851132686083,22.20138888888889,11.583333333333334,11.6957928802589
Lorient,2020-2021,France,Ligue 1,,31.0,29.0,19.0,39.0,22.184557438794727,13.938223938223938,21.274131274131275,27.90960451977401
Lorient,2021-2022,France,Ligue 1,,20.0,22.0,15.0,41.0,12.64559068219634,12.23175965665236,17.93991416309013,25.923460898502498
Lorient,2022-2023,France,Ligue 1,,26.0,21.0,26.0,32.0,17.45583038869258,19.72055888223553,15.928143712574851,21.48409893992933
Lorient,2023-2024,France,Ligue 1,,26.0,30.0,17.0,36.0,17.959367945823928,13.5822454308094,23.968668407310705,24.86681715575621
Lorient,2024-2025,France,Ligue 2,,49.0,12.0,19.0,19.0,32.524945770065074,17.725609756097562,11.195121951219512,12.6117136659436
Lorient,2025-2026,France,Ligue 1,,18.0,15.0,2.0,14.0,11.390625,1.8202247191011236,13.651685393258427,8.859375
Luton,2019-2020,England,Championship,,33.0,37.0,21.0,45.0,23.383825417201543,17.097345132743364,30.123893805309738,31.887034659820284
Luton,2020-2021,England,Championship,,25.0,23.0,16.0,29.0,19.971056439942114,15.149228130360207,21.777015437392798,23.166425470332854
Luton,2021-2022,England,Championship,,37.0,22.0,26.0,33.0,26.33501896333755,24.036124794745486,20.33825944170772,23.487989886219978
Luton,2022-2023,England,Championship,,31.0,21.0,26.0,18.0,23.260748959778088,23.21122112211221,18.747524752475247,13.50624133148405
Luton,2023-2024,England,Premier L,,28.0,37.0,24.0,48.0,15.555555555555555,16.227758007117437,25.017793594306053,26.666666666666664
Luton,2024-2025,England,Championship,,25.0,22.0,20.0,47.0,17.424242424242426,19.67914438502674,21.647058823529413,32.75757575757576
Lyon,2017-2018,France,Ligue 1,,38.0,18.0,49.0,25.0,24.853700516351118,41.19469026548673,15.13274336283186,16.351118760757316
Lyon,2018-2019,France,Ligue 1,,38.0,19.0,32.0,28.0,25.831842576028624,29.44309927360775,17.481840193704603,19.033989266547405
Lyon,2019-2020,France,Ligue 1,,17.0,7.0,25.0,20.0,11.455635491606715,24.477351916376307,6.853658536585367,13.477218225419664
Lyon,2020-2021,France,Ligue 1,,42.0,23.0,39.0,20.0,30.056497175141242,28.61003861003861,16.872586872586872,14.312617702448211
Lyon,2021-2022,France,Ligue 1,,42.0,25.0,24.0,26.0,26.555740432612314,19.570815450643778,20.386266094420602,16.43926788685524
Lyon,2022-2023,France,Ligue 1,,35.0,19.0,30.0,28.0,23.498233215547703,22.75449101796407,14.411177644710579,18.798586572438165
Lyon,2023-2024,France,Ligue 1,,25.0,29.0,24.0,26.0,17.2686230248307,19.174934725848566,23.16971279373368,17.959367945823928
Lyon,2024-2025,France,Ligue 1,,37.0,21.0,28.0,25.0,23.01219512195122,20.44868735083532,15.336515513126491,15.548780487804878
Lyon,2025-2026,France,Ligue 1,,14.0,6.0,11.0,11.0,8.859375,10.01123595505618,5.460674157303371,6.9609375
Malaga,2017-2018,Spain,Primera,,14.0,27.0,10.0,34.0,9.047619047619047,8.715596330275229,23.532110091743117,21.97278911564626
Malatyaspor,2017-2018,Turkey,Super Lig,,25.0,21.0,13.0,24.0,14.825581395348838,10.200000000000001,16.47692307692308,14.232558139534884
Malatyaspor,2018-2019,Turkey,Super Lig,,31.0,19.0,16.0,27.0,20.14012738853503,13.98857142857143,16.611428571428572,17.54140127388535
Malatyaspor,2019-2020,Turkey,Super Lig,,22.0,22.0,22.0,29.0,13.655172413793103,17.623036649214658,17.623036649214658,18.0
Malatyaspor,2020-2021,Turkey,Super Lig,,26.0,22.0,23.0,31.0,17.27848101265823,19.166666666666668,18.333333333333336,20.60126582278481
Malatyaspor,2021-2022,Turkey,Super Lig,,20.0,43.0,7.0,28.0,12.541254125412541,5.7700650759219085,35.444685466377436,17.557755775577558
Mallorca,2019-2020,Spain,Primera,,25.0,22.0,15.0,43.0,17.399267399267398,14.393939393939394,21.111111111111114,29.926739926739927
Mallorca,2021-2022,Spain,Primera,,20.0,25.0,16.0,38.0,14.074074074074074,14.793187347931875,23.114355231143556,26.74074074074074
Mallorca,2022-2023,Spain,Primera,,22.0,12.0,15.0,31.0,15.117540687160941,14.179104477611942,11.343283582089553,21.301989150090417
Mallorca,2023-2024,Spain,Primera,,17.0,16.0,16.0,28.0,11.453900709219859,13.786848072562359,13.786848072562359,18.865248226950357
Mallorca,2024-2025,Spain,Primera,,20.0,21.0,15.0,23.0,13.768115942028984,12.866817155756209,18.013544018058692,15.833333333333332
Mallorca,2025-2026,Spain,Primera,,11.0,11.0,9.0,15.0,7.989051094890511,8.694174757281553,10.62621359223301,10.894160583941606
Man City,2017-2018,England,Premier L,,61.0,14.0,45.0,13.0,39.828178694158076,39.22018348623853,12.20183486238532,8.487972508591065
Man City,2018-2019,England,Premier L,,57.0,12.0,38.0,11.0,36.34228187919463,30.336134453781515,9.57983193277311,7.0134228187919465
Man City,2019-2020,England,Premier L,,57.0,13.0,45.0,22.0,37.604166666666664,37.33624454148472,10.786026200873362,14.51388888888889
Man City,2020-2021,England,Premier L,,43.0,17.0,40.0,15.0,31.78988326848249,29.80392156862745,12.666666666666668,11.089494163424124
Man City,2021-2022,England,Premier L,,58.0,15.0,41.0,11.0,38.3304347826087,31.411290322580644,11.491935483870968,7.269565217391305
Man City,2022-2023,England,Premier L,,60.0,17.0,34.0,16.0,36.71497584541063,27.904967602591796,13.952483801295898,9.790660225442833
Man City,2023-2024,England,Premier L,,51.0,16.0,45.0,18.0,28.333333333333332,30.427046263345197,10.818505338078293,10.0
Man City,2024-2025,England,Premier L,,43.0,23.0,29.0,21.0,28.417391304347827,20.40740740740741,16.185185185185187,13.878260869565217
Man City,2025-2026,England,Premier L,,27.0,8.0,16.0,10.0,18.50467289719626,14.251012145748987,7.125506072874494,6.853582554517135
Man Utd,2017-2018,England,Premier L,,38.0,9.0,30.0,19.0,24.81099656357388,26.146788990825687,7.844036697247707,12.40549828178694
Man Utd,2018-2019,England,Premier L,,33.0,25.0,32.0,29.0,21.040268456375838,25.54621848739496,19.95798319327731,18.48993288590604
Man Utd,2019-2020,England,Premier L,,40.0,17.0,26.0,19.0,26.38888888888889,21.572052401746724,14.104803493449783,12.534722222222221
Man Utd,2020-2021,England,Premier L,,38.0,28.0,35.0,16.0,28.09338521400778,26.07843137254902,20.862745098039216,11.828793774319067
Man Utd,2021-2022,England,Premier L,,32.0,22.0,25.0,35.0,21.147826086956524,19.153225806451612,16.85483870967742,23.130434782608695
Man Utd,2022-2023,England,Premier L,,36.0,10.0,22.0,33.0,22.028985507246375,18.056155507559396,8.207343412526999,20.193236714975843
Man Utd,2023-2024,England,Premier L,,31.0,28.0,26.0,30.0,17.22222222222222,17.580071174377224,18.93238434163701,16.666666666666668
Man Utd,2024-2025,England,Premier L,,23.0,28.0,21.0,26.0,15.200000000000001,14.777777777777779,19.703703703703702,17.182608695652174
Man Utd,2025-2026,England,Premier L,,17.0,13.0,18.0,19.0,11.651090342679128,16.03238866396761,11.578947368421051,13.021806853582556
Mantova,2024-2025,Italy,Serie B,,24.0,19.0,23.0,37.0,17.7431906614786,20.66193853427896,17.06855791962175,27.35408560311284
Mantova,2025-2026,Italy,Serie B,,11.0,16.0,4.0,11.0,8.527131782945736,4.2328042328042335,16.931216931216934,8.527131782945736
Maritimo,2017-2018,Portugal,Primeira L,,24.0,15.0,12.0,34.0,15.3,10.61271676300578,13.265895953757227,21.675
Maritimo,2018-2019,Portugal,Primeira L,,17.0,17.0,9.0,27.0,11.187096774193549,7.6499999999999995,14.45,17.767741935483873
Maritimo,2019-2020,Portugal,Primeira L,,24.0,21.0,10.0,21.0,17.8252427184466,8.717948717948719,18.30769230769231,15.597087378640776
Maritimo,2020-2021,Portugal,Primeira L,,10.0,21.0,17.0,26.0,7.88659793814433,14.820512820512821,18.30769230769231,20.50515463917526
